Customer ID,Customer Name,Customer Balance,Invoice Total,Invoice applied amount,Invoice exchange rate,Payment Total,Payment applied amount,Payment exchange rate,Credit Total,Credit applied amount,Credit exchange rate,Adjustment Total,Adjustment applied amount,Adjustment exchange rate
CUST-0374,Customer 0374,753.51,1640.76,1327.32,0.9003,652.71,108.11,1.0389,1407.64,1158.19,0.9621,1453.02,355.27,1.184
CUST-0375,Customer 0375,-935.77,872.3,849.98,0.946,2028.99,1198.19,1.0601,568.6,311.8,1.0543,860.48,624.64,0.8251
CUST-0376,Customer 0376,-1159.83,824.14,66.54,0.86,1697.35,288.04,1.0727,408.95,59.66,1.0306,325.97,252.89,0.8262
CUST-0377,Customer 0377,2023.13,4687.02,3054.39,1.1488,40.52,29.32,0.9023,592.18,46.91,1.0893,1498.13,847.18,1.1593
CUST-0378,Customer 0378,-2812.6,2245.73,1956.95,1.0408,3661.59,714.89,1.0886,1751.45,1676.52,1.1346,262.02,66.83,0.9203
CUST-0379,Customer 0379,377.83,1978.27,1254.69,0.8535,1819.7,1630.97,0.8866,582.78,248.15,0.9637,503.34,262.61,1.0388
CUST-0380,Customer 0380,-2295.0,3675.46,1576.87,1.0775,3817.07,100.04,1.1316,925.64,324.46,0.9692,258.09,3.86,0.915
CUST-0381,Customer 0381,661.72,2809.67,1211.18,1.1391,1146.98,598.72,0.8876,1411.48,502.91,0.9987,696.77,475.06,1.0595
CUST-0382,Customer 0382,603.74,4687.09,168.26,0.895,3465.1,1109.2,1.0787,1743.98,660.85,1.0265,628.31,385.97,0.877
CUST-0383,Customer 0383,-964.84,3923.48,2097.5,0.8602,3689.56,830.43,1.1134,1317.14,1244.69,0.8433,736.86,16.06,0.9835
CUST-0384,Customer 0384,-2065.7,2448.91,2433.1,0.8034,2227.33,1050.42,0.8756,1506.22,94.45,0.9251,1391.98,1137.26,1.0134
CUST-0385,Customer 0385,-155.78,1944.16,1863.88,0.8189,810.71,682.63,0.8952,346.65,41.27,0.8688,717.49,547.75,0.9335
CUST-0386,Customer 0386,5102.45,4934.49,199.35,1.1049,2740.99,2508.77,1.1116,1754.82,1385.7,0.9543,771.94,237.93,0.9007
CUST-0387,Customer 0387,114.58,3617.03,2552.89,1.1949,2195.91,665.91,0.8344,551.44,302.97,1.1893,1330.02,845.06,0.8561
CUST-0388,Customer 0388,217.07,4760.85,1436.66,0.818,3778.12,582.75,0.8763,256.76,33.0,1.0331,1226.64,737.82,1.0825
CUST-0389,Customer 0389,-1975.25,680.55,614.53,1.0992,1757.09,1265.35,0.9822,1952.49,67.28,0.9718,359.58,51.48,0.8673
CUST-0390,Customer 0390,2544.04,4267.62,192.53,0.8287,1074.05,625.1,1.1721,403.28,90.43,1.0264,19.39,3.75,0.9169
CUST-0391,Customer 0391,-174.76,3221.66,3015.07,1.0369,553.15,111.19,1.0248,273.3,71.28,1.0676,944.25,645.12,0.9348
CUST-0392,Customer 0392,-1634.31,697.42,584.07,1.1024,2794.53,2124.67,0.9551,1252.04,17.8,0.974,1267.27,1183.06,0.9817
CUST-0393,Customer 0393,141.15,2982.46,350.45,0.9437,3896.44,2021.98,1.1913,637.73,137.81,0.9791,829.28,477.9,1.081
CUST-0394,Customer 0394,2628.17,3461.87,207.1,0.8044,113.38,74.08,0.9855,266.7,196.91,1.0806,316.77,179.87,0.9712
CUST-0395,Customer 0395,-1569.31,160.28,133.79,1.0381,2961.78,1064.28,0.9735,1202.24,1028.44,0.8243,1112.03,719.13,1.1484
CUST-0396,Customer 0396,788.76,2326.16,362.32,1.1965,3707.72,1628.05,0.9647,1517.97,1363.5,1.016,1004.31,442.48,1.0719
CUST-0397,Customer 0397,1437.91,4144.46,2216.86,0.903,299.13,53.95,0.9249,1586.4,618.56,1.0189,847.55,45.91,1.1354
CUST-0398,Customer 0398,630.06,1547.26,1416.9,0.8758,440.68,333.38,0.9303,311.03,99.35,1.1027,1295.0,513.47,1.0865
CUST-0399,Customer 0399,-1559.85,2346.89,1331.74,0.8496,2767.83,434.58,1.0751,1113.73,1113.58,1.1931,1176.36,1059.02,0.8595
CUST-0400,Customer 0400,740.85,2267.34,900.66,1.0221,2591.85,2017.24,0.8163,1627.36,1251.99,1.1183,1001.93,806.5,1.1912
CUST-0401,Customer 0401,782.13,1579.44,702.88,1.0386,275.31,219.7,1.0727,322.17,173.12,1.0015,997.14,924.77,1.1146
CUST-0402,Customer 0402,4666.51,4600.37,290.36,1.1169,3337.69,2491.92,0.8805,415.36,105.82,0.8678,993.3,151.81,1.0291
CUST-0403,Customer 0403,-1489.12,3928.34,3805.59,1.1012,2093.7,40.67,0.9537,4.82,1.55,1.0353,787.75,398.57,0.8661
CUST-0404,Customer 0404,-2078.08,641.88,199.4,1.157,3628.79,991.14,0.8586,1049.27,540.76,1.1337,695.88,406.9,0.8691
CUST-0405,Customer 0405,3299.34,4985.47,944.07,1.1223,3511.96,1644.78,1.0211,389.36,211.07,1.173,1064.4,223.44,1.0457
CUST-0406,Customer 0406,486.59,4408.08,1260.92,0.8989,3250.03,1935.54,1.0917,1448.49,19.81,1.1301,915.74,184.04,0.9665
CUST-0407,Customer 0407,0.36,1491.15,1438.03,1.0224,2063.6,1896.91,0.9419,1924.43,1846.3,0.8756,734.97,574.77,1.0703
CUST-0408,Customer 0408,2819.4,4200.79,396.08,0.919,1006.84,378.18,0.8654,417.51,240.32,1.085,189.99,127.65,0.949
CUST-0409,Customer 0409,-389.52,621.46,538.99,0.9319,2023.9,1770.96,0.8906,1298.19,764.84,1.1521,1052.89,681.42,1.0051
CUST-0410,Customer 0410,1594.82,4995.61,3536.11,1.1728,403.25,65.9,1.1272,423.67,89.59,1.0724,969.0,258.71,0.8752
CUST-0411,Customer 0411,-680.73,3361.86,2790.41,1.0728,2635.38,978.47,0.9071,36.01,27.55,1.0743,513.37,260.16,0.8621
CUST-0412,Customer 0412,-434.59,3285.61,3206.42,1.1898,535.91,28.02,1.1099,1517.11,1118.51,1.0001,534.48,12.33,0.8303
CUST-0413,Customer 0413,-873.37,543.16,457.42,0.9668,2044.69,1518.16,0.9325,868.01,82.6,1.0548,370.08,48.09,1.1279
CUST-0414,Customer 0414,103.24,4495.46,4240.94,1.015,217.53,32.77,0.8755,1893.57,1126.66,0.9178,1442.87,747.77,1.0222
CUST-0415,Customer 0415,-15.85,242.1,30.73,0.9948,1198.05,307.92,1.0909,1068.57,703.33,0.8355,1290.3,399.57,1.1789
CUST-0416,Customer 0416,-12.5,1280.06,1018.66,0.8429,928.32,719.66,0.9874,314.97,263.18,1.1311,841.57,812.68,1.0998
CUST-0417,Customer 0417,-1100.2,800.81,436.98,0.8947,2480.13,1326.17,0.8125,899.55,185.39,1.1773,602.48,284.06,1.1075
CUST-0418,Customer 0418,-916.62,3906.16,2122.98,1.0111,3147.15,43.97,1.184,405.78,356.13,1.1427,1105.24,92.36,1.0036
CUST-0419,Customer 0419,-114.23,1071.2,962.92,0.8269,229.21,0.51,0.8591,1756.06,810.39,0.9336,791.59,14.12,1.1262
CUST-0420,Customer 0420,-1988.12,4562.13,4433.5,1.1726,3401.13,1736.82,0.9414,1381.81,133.38,0.8374,1463.78,1061.62,1.1768
CUST-0421,Customer 0421,-1933.56,3315.72,2337.05,0.8495,3443.07,1049.98,0.9539,682.48,72.08,0.9121,82.68,14.18,1.0887
CUST-0422,Customer 0422,-1919.24,277.2,133.87,0.8792,1369.08,246.86,0.9958,1055.64,208.81,1.1371,51.43,9.66,0.8422
CUST-0423,Customer 0423,-1557.84,126.61,57.79,1.1061,2636.02,1617.45,1.1142,1338.96,378.59,1.0623,852.92,361.47,1.0604
CUST-0424,Customer 0424,-624.93,353.12,136.42,0.8388,1610.45,367.89,0.8024,1565.72,777.23,1.1867,304.92,80.52,0.8482
CUST-0425,Customer 0425,2228.98,3069.03,1109.76,1.1601,616.76,365.25,1.173,160.29,120.02,0.9371,906.46,558.9,0.8309
CUST-0426,Customer 0426,1871.27,4027.26,1576.7,1.0903,2114.65,802.01,1.0584,45.04,8.41,1.0206,1172.13,569.29,1.0772
CUST-0427,Customer 0427,830.92,1268.91,113.89,0.8274,345.44,64.51,1.1803,228.91,227.23,1.116,207.16,23.09,1.1339
CUST-0428,Customer 0428,351.34,4262.1,330.04,1.0767,3513.89,485.28,1.127,789.99,127.6,0.8936,660.91,518.64,0.8635
CUST-0429,Customer 0429,-3167.29,380.44,296.69,1.0527,3697.16,875.71,1.1711,933.41,559.47,1.1856,1033.0,439.91,0.8297
CUST-0430,Customer 0430,-316.5,4024.72,1795.32,1.1029,3286.45,98.04,1.0404,272.92,253.53,1.037,1250.8,764.03,1.1546
CUST-0431,Customer 0431,-581.69,4646.2,4324.15,1.1313,2250.11,693.32,0.9429,822.31,684.58,0.8032,744.52,2.94,0.8529
CUST-0432,Customer 0432,1265.74,3883.33,2377.46,1.0873,2230.39,2011.71,0.9772,883.25,572.25,0.8101,309.23,193.7,0.814
CUST-0433,Customer 0433,3493.86,3520.79,123.85,1.0345,3938.43,3274.26,1.0632,218.18,156.11,1.1529,878.7,248.54,1.0884
CUST-0434,Customer 0434,1400.58,4206.1,662.56,0.929,991.61,368.88,0.9708,1833.32,246.04,1.0581,681.78,337.05,1.1391
CUST-0435,Customer 0435,-380.22,296.74,61.07,1.0789,303.79,174.93,1.0927,1198.29,11.58,1.1052,1157.89,344.73,1.0058
CUST-0436,Customer 0436,-1268.91,1088.73,1062.31,1.1828,2247.76,1275.29,0.8367,777.07,337.36,1.1136,833.36,830.24,1.016
CUST-0437,Customer 0437,-220.09,712.13,155.75,1.035,1315.14,1089.91,1.132,1013.81,90.76,0.9682,419.13,96.75,0.9347
CUST-0438,Customer 0438,173.0,2572.2,1326.63,1.0657,1289.36,304.66,0.8817,628.39,224.81,1.1194,1131.59,1032.98,0.8954
CUST-0439,Customer 0439,-1278.32,3751.42,3511.99,0.9749,28.34,8.4,1.1776,1708.66,382.3,1.175,776.62,712.91,1.1021
CUST-0440,Customer 0440,-1263.46,3187.06,3114.37,1.1024,2384.96,719.75,0.8622,1150.03,1053.83,0.8689,266.32,112.12,1.1397
CUST-0441,Customer 0441,3462.25,4270.54,1009.39,1.1991,1056.13,43.16,0.8517,989.79,871.07,1.1057,844.61,256.76,0.9285
CUST-0442,Customer 0442,624.22,860.54,42.27,0.8642,751.43,236.47,1.1248,1821.77,1491.93,0.9231,1422.48,542.02,0.9095
CUST-0443,Customer 0443,2301.51,3699.64,568.27,0.881,161.73,141.98,1.1275,1675.96,1196.54,0.9286,1058.27,1046.99,0.9071
CUST-0444,Customer 0444,-332.39,1045.9,66.24,1.0158,1457.45,1329.18,1.0955,1625.6,250.46,0.9651,448.21,277.35,0.8202
CUST-0445,Customer 0445,-2616.2,1426.72,278.39,0.9926,3515.88,385.46,1.1842,451.22,21.82,1.1455,1066.31,580.9,0.9124
CUST-0446,Customer 0446,1170.64,3578.53,2034.64,1.0286,1346.68,616.86,0.9082,306.25,200.25,0.8088,423.91,15.23,0.8103
CUST-0447,Customer 0447,-1890.81,4903.0,4473.74,0.8196,2716.3,1035.86,1.1307,1380.19,886.44,0.9736,814.03,690.17,1.1154
CUST-0448,Customer 0448,-56.2,3096.56,1663.53,0.9617,3026.19,1480.89,0.9408,937.28,346.25,1.072,789.89,66.2,0.9024
CUST-0449,Customer 0449,-679.46,367.05,229.77,1.0332,1312.4,728.01,1.015,1367.43,646.37,0.8442,371.09,17.43,1.0761
CUST-0450,Customer 0450,-1057.81,3119.91,629.81,1.0341,3286.56,66.58,0.9782,1521.25,744.12,1.1169,521.82,143.43,1.0173
CUST-0451,Customer 0451,27.47,307.52,246.2,1.0629,2767.52,2330.92,0.8023,590.63,141.71,1.1768,1413.27,672.42,1.135
CUST-0452,Customer 0452,1502.71,4432.31,2738.23,1.0881,2236.97,2178.06,1.0298,569.3,178.86,0.8364,375.9,336.54,1.1842
CUST-0453,Customer 0453,259.1,3576.93,3090.96,1.0566,3.97,2.59,1.099,981.66,410.72,0.8612,1201.54,949.31,0.9469
CUST-0454,Customer 0454,425.35,948.33,899.82,1.1161,140.36,92.7,0.8698,547.1,330.0,1.1896,1001.06,197.84,0.8353
CUST-0455,Customer 0455,-1317.81,549.43,191.15,1.0499,3963.46,2092.63,1.1727,1334.59,1275.63,0.8791,798.94,297.27,1.0999
CUST-0456,Customer 0456,-1722.67,999.31,90.52,1.015,3129.14,1045.99,1.0122,1493.46,804.21,0.8316,206.27,160.94,0.8085
CUST-0457,Customer 0457,1004.4,4902.13,1107.53,1.0425,3750.26,558.71,0.8713,944.08,690.28,1.1809,306.86,161.74,0.8892
CUST-0458,Customer 0458,-621.19,2346.95,1027.59,0.8405,3609.21,2108.01,1.0584,1447.6,1168.21,1.157,268.47,46.85,0.8213
CUST-0459,Customer 0459,-218.92,3942.0,3727.92,0.9093,81.77,3.67,0.8768,1020.88,115.88,1.0623,880.19,348.6,1.1593
CUST-0460,Customer 0460,1497.38,3218.4,1217.55,1.011,3167.39,2611.52,0.8254,1425.74,931.19,1.0206,1460.07,913.91,0.8021
CUST-0461,Customer 0461,-594.21,2904.82,2238.96,1.1492,1804.58,759.57,1.0741,449.94,216.92,1.1677,1315.86,1280.63,0.9971
CUST-0462,Customer 0462,-1819.81,811.14,438.4,1.0716,3158.23,1309.89,0.8443,1477.69,845.88,1.0622,37.88,25.07,0.9696
CUST-0463,Customer 0463,2186.85,4735.52,865.69,0.8362,26.86,8.79,0.8425,1430.25,54.95,1.0634,410.59,6.65,1.0611
CUST-0464,Customer 0464,1088.73,1576.58,505.66,1.0369,1152.8,1117.47,1.096,533.21,483.2,1.1375,235.89,166.3,0.9159
CUST-0465,Customer 0465,69.82,2932.28,1915.34,0.8887,3005.3,525.68,0.8221,1111.94,1059.44,1.0613,1463.52,367.15,1.1495
CUST-0466,Customer 0466,-3417.08,3528.9,2374.43,1.0936,3172.08,479.96,1.1239,1710.62,5.96,1.0015,353.42,304.7,1.0937
CUST-0467,Customer 0467,-410.52,3281.24,1426.55,1.131,2478.86,410.33,1.1185,499.05,106.19,0.9559,301.97,115.92,0.9729
CUST-0468,Customer 0468,2345.53,4708.91,1076.67,1.0374,1205.02,793.54,0.8566,1471.96,265.24,1.0013,931.31,185.9,0.9432
CUST-0469,Customer 0469,307.31,827.35,597.27,1.0365,1241.45,1231.39,1.0074,1907.93,1490.67,1.009,834.28,390.4,1.1264
CUST-0470,Customer 0470,-844.58,2590.93,437.54,0.9354,3867.06,910.6,0.8387,1732.48,1036.16,0.9443,338.78,86.46,1.1028
CUST-0471,Customer 0471,44.76,2079.77,1948.06,0.9785,1756.85,1591.03,1.053,803.04,142.41,0.9792,1005.55,237.13,0.9596
CUST-0472,Customer 0472,994.9,2423.43,455.37,1.1456,1788.5,498.31,0.8252,1214.42,988.5,1.1207,145.51,83.42,0.9365
CUST-0473,Customer 0473,-1485.0,684.17,73.42,1.0893,2209.33,1431.42,1.1778,1983.54,701.13,0.9666,29.05,22.29,0.8156
CUST-0474,Customer 0474,-1416.32,757.06,376.75,1.0079,1638.01,66.34,0.8831,1136.87,523.93,0.8102,123.62,103.22,0.8327
CUST-0475,Customer 0475,-388.78,1462.57,759.88,0.9473,2210.69,1095.74,1.0732,230.06,89.1,0.9132,547.3,217.64,0.8216
CUST-0476,Customer 0476,1200.47,1593.05,809.58,0.8202,1729.34,1131.97,0.8513,90.86,47.37,0.8927,1462.52,97.7,0.8098
CUST-0477,Customer 0477,-847.79,2196.73,959.24,0.8572,3306.86,1773.53,0.8838,1580.63,758.93,1.1174,820.87,397.28,0.8611
CUST-0478,Customer 0478,-2572.52,3093.84,3077.8,0.8772,3636.2,864.82,0.9804,847.26,232.64,0.9797,1132.09,491.08,1.1429
CUST-0479,Customer 0479,1081.68,3209.68,1560.81,0.9494,3728.44,3089.0,1.0292,493.63,209.57,0.9121,482.24,94.99,1.1193
CUST-0480,Customer 0480,1277.14,2117.87,1012.23,1.1777,2257.18,2189.77,1.1995,695.34,631.6,1.1243,1079.01,966.95,1.1382
CUST-0481,Customer 0481,-125.38,2103.04,886.99,1.0021,1768.59,812.13,0.8104,1514.75,761.76,0.8077,1449.27,1411.8,1.0495
CUST-0482,Customer 0482,617.65,1166.38,77.94,0.8939,2820.96,1793.9,0.8001,930.49,852.69,0.8697,536.64,27.77,1.0496
CUST-0483,Customer 0483,-261.81,2982.7,1768.61,0.8423,3353.29,2650.48,0.9401,1737.0,955.57,1.1308,1498.59,1192.5,0.8496
CUST-0484,Customer 0484,-403.18,1653.5,376.94,0.9353,2251.93,543.82,0.9465,1469.85,1130.05,1.0203,957.61,618.34,1.0796
CUST-0485,Customer 0485,-1095.3,276.69,176.42,1.1263,2799.92,2420.39,1.1535,1948.03,571.92,1.1095,1122.89,293.56,0.912
CUST-0486,Customer 0486,-853.01,2150.16,109.3,0.9533,2998.92,840.3,1.165,1777.01,1404.57,1.1353,378.25,240.25,1.0077
CUST-0487,Customer 0487,-96.11,2423.25,2378.15,1.109,2705.58,2099.07,1.1522,509.09,134.56,1.1768,964.64,124.09,1.1819
CUST-0488,Customer 0488,-1801.92,1205.41,565.34,1.1211,2984.53,334.56,0.8573,1318.12,25.77,0.8254,766.51,53.2,1.1482
CUST-0489,Customer 0489,-350.04,2905.04,2605.11,0.8443,834.58,240.68,0.9648,41.09,6.6,1.1197,1434.6,1425.26,0.8933
CUST-0490,Customer 0490,-1010.39,2872.28,1365.94,1.0435,1993.5,1063.77,1.0984,1982.21,42.92,1.0835,1357.01,863.56,1.0947
CUST-0491,Customer 0491,3239.45,3539.81,213.56,1.1836,2353.07,1235.18,0.925,522.01,494.38,0.8828,595.01,150.67,0.8416
CUST-0492,Customer 0492,1191.12,3274.95,2692.71,0.9609,9.91,8.43,1.0653,1329.59,1329.56,1.1727,1420.3,639.18,0.8107
CUST-0493,Customer 0493,605.12,3296.92,2137.01,0.8204,3423.85,3410.59,0.8949,1698.31,1294.5,0.9617,1327.22,1260.98,0.8113
CUST-0494,Customer 0494,-1502.87,1649.45,1289.47,1.1693,2440.1,261.61,0.9294,320.93,34.7,1.155,885.58,388.53,0.8681
CUST-0495,Customer 0495,2015.02,3958.42,1694.88,1.1535,516.55,140.19,1.1442,1695.76,1524.4,1.042,123.18,110.92,1.078
CUST-0496,Customer 0496,-845.35,2790.81,1780.36,1.0089,3265.43,1167.71,0.9002,24.49,18.22,1.0107,241.19,209.55,0.9453
CUST-0497,Customer 0497,-1896.05,2213.95,1895.65,1.0209,2868.23,1373.65,1.1857,883.95,293.69,0.8638,115.31,39.68,0.8064
CUST-0498,Customer 0498,-871.15,3167.46,1998.87,0.8847,3033.2,1498.13,0.9225,944.08,474.19,1.1657,161.99,112.75,1.1952
CUST-0499,Customer 0499,1436.56,1867.22,649.18,1.1278,1568.17,1342.66,0.8094,748.18,495.12,1.0227,1465.43,967.91,1.0134
CUST-0500,Customer 0500,-674.72,2612.42,1730.81,0.9994,3416.81,2632.85,0.902,1172.77,28.21,0.8024,318.25,245.44,0.9576
CUST-0501,Customer 0501,-495.03,3709.86,2492.48,0.8136,1656.11,31.22,0.8685,1829.68,917.66,0.8073,1036.28,379.21,1.0075
CUST-0502,Customer 0502,-292.68,4443.37,4268.24,1.0732,2282.04,1038.38,1.0027,653.98,478.97,1.1111,954.79,49.87,1.008
CUST-0503,Customer 0503,3386.36,4613.18,1711.09,1.1802,2.57,1.59,0.8451,1158.52,218.06,0.8648,946.72,161.93,0.9881
CUST-0504,Customer 0504,-681.75,2567.8,1091.52,1.1317,2579.49,1187.59,1.0504,1754.93,778.82,1.0395,310.06,191.17,1.0452
CUST-0505,Customer 0505,-2968.04,2649.35,2151.6,0.9109,2872.7,375.3,1.15,1545.99,823.29,1.0724,869.02,673.58,1.1543
CUST-0506,Customer 0506,585.34,4019.37,2032.85,0.8213,2268.44,901.65,0.945,81.47,59.93,0.9117,938.31,709.41,0.9207
CUST-0507,Customer 0507,-219.82,1640.81,1208.58,1.1761,1986.24,817.65,0.8674,1885.58,1818.55,1.0277,855.61,499.4,0.9948
CUST-0508,Customer 0508,333.71,4203.17,1932.24,1.1748,3239.75,608.15,0.96,93.29,79.14,0.8961,279.24,23.67,0.8015
CUST-0509,Customer 0509,1957.5,2521.29,543.33,1.013,2725.49,2061.31,1.1144,1177.52,731.85,1.1785,1084.59,18.75,1.1439
CUST-0510,Customer 0510,-1128.7,667.7,497.57,1.0569,1112.3,357.49,1.0366,1150.71,671.6,1.1441,109.86,85.93,0.9224
CUST-0511,Customer 0511,-1193.45,453.09,59.43,0.985,3836.29,2259.53,0.8405,1572.78,948.68,0.9152,886.8,487.19,0.9085
CUST-0512,Customer 0512,1921.35,4225.77,839.17,0.9679,2829.07,1459.04,1.0149,296.89,161.86,1.0115,654.39,512.2,1.199
CUST-0513,Customer 0513,-373.0,372.28,233.35,0.8478,3951.76,3467.38,0.9872,358.74,21.3,1.0003,375.43,61.12,1.0338
CUST-0514,Customer 0514,-2790.22,1475.0,1102.22,0.8387,3885.05,474.03,0.9308,1504.21,1050.38,1.184,1211.08,493.42,0.8492
CUST-0515,Customer 0515,-2646.6,1737.24,1554.29,0.8931,3675.64,419.99,0.8441,299.01,214.19,0.9576,263.84,242.51,0.9062
CUST-0516,Customer 0516,-1116.48,947.67,258.32,1.1347,3021.49,907.41,1.1924,938.89,481.16,1.0249,1399.47,240.15,0.9413
CUST-0517,Customer 0517,1308.53,1638.08,181.38,0.8583,2437.72,1051.18,0.8704,1463.3,1273.64,1.1715,1326.85,81.64,1.1944
CUST-0518,Customer 0518,-464.19,3739.19,3574.84,0.8907,688.68,205.6,0.8771,1302.48,875.84,0.8651,540.88,353.45,0.9722
CUST-0519,Customer 0519,-372.71,171.95,26.55,1.0194,2173.41,1658.72,0.8582,421.21,152.76,1.0202,457.73,272.14,0.8921
CUST-0520,Customer 0520,85.31,4153.15,820.94,0.8861,3061.51,750.88,1.0281,607.92,11.97,0.8423,206.23,196.34,1.0279
CUST-0521,Customer 0521,-1014.21,4297.09,1251.87,0.8653,2083.43,176.62,0.9775,1937.95,114.65,1.047,1374.49,1245.93,0.9619
CUST-0522,Customer 0522,-1260.01,1924.08,1018.59,1.0253,3472.96,1437.11,0.8998,897.34,315.68,0.9463,941.3,705.44,0.822
CUST-0523,Customer 0523,-5.21,852.7,752.79,0.9472,438.62,339.22,0.9718,88.91,41.09,1.1871,47.68,0.91,1.1444
CUST-0524,Customer 0524,489.84,3044.12,2315.19,1.0505,1523.76,1296.05,1.0694,439.17,73.28,0.9662,766.5,368.22,0.8063
CUST-0525,Customer 0525,-718.12,686.4,486.08,1.1649,2023.86,1484.19,0.9127,684.87,129.67,0.8545,128.7,115.33,1.1594
CUST-0526,Customer 0526,-751.68,1888.1,330.76,0.8604,1729.3,964.75,1.1661,1998.98,460.19,1.1336,860.63,373.21,1.1167
CUST-0527,Customer 0527,3353.87,4796.3,1715.55,1.1654,434.35,314.55,0.9225,605.38,472.51,1.1283,763.44,734.54,0.8303
CUST-0528,Customer 0528,2889.42,4977.78,2381.39,1.161,614.11,418.45,0.8793,52.79,40.72,1.0779,124.27,81.08,1.0894
CUST-0529,Customer 0529,1226.91,3883.31,572.5,1.1316,3350.47,785.24,1.1818,1025.84,392.83,1.0995,1223.79,133.95,1.1084
CUST-0530,Customer 0530,338.77,1623.71,443.97,1.0525,1937.54,1067.12,1.1242,167.21,28.82,0.9059,393.48,200.39,1.0409
CUST-0531,Customer 0531,2213.19,3469.56,1069.78,1.0481,194.89,150.18,0.9373,548.14,60.79,1.0568,812.23,565.0,1.0311
CUST-0532,Customer 0532,2483.05,3556.49,452.66,1.0557,65.97,20.92,1.1366,1984.77,172.93,0.8152,958.56,62.66,0.8199
CUST-0533,Customer 0533,333.42,2000.42,1100.71,1.0762,1893.9,1238.56,1.0075,1409.28,551.42,0.8788,1443.46,497.49,0.8238
CUST-0534,Customer 0534,566.09,3240.35,2284.54,0.8066,657.51,316.58,0.9387,101.33,4.61,1.1729,740.72,531.16,1.0909
CUST-0535,Customer 0535,-1102.14,152.57,10.67,1.1832,2820.5,1419.16,1.1358,897.37,299.39,1.0957,1375.97,216.13,0.8422
CUST-0536,Customer 0536,-2284.26,1124.38,540.97,1.0342,3181.29,286.49,1.1009,343.28,330.08,0.8923,532.29,185.42,0.8967
CUST-0537,Customer 0537,663.87,2672.93,2090.8,1.1126,913.19,608.38,0.9191,245.89,124.79,0.8446,1286.16,887.34,0.9995
CUST-0538,Customer 0538,-292.39,902.38,674.97,0.9509,2368.71,2050.56,1.0427,1174.13,965.89,1.1796,353.74,274.34,0.8657
CUST-0539,Customer 0539,-540.64,912.94,744.11,0.805,617.78,87.37,0.9478,1011.31,130.73,0.8449,1061.22,550.26,1.1159
CUST-0540,Customer 0540,733.84,4197.89,1881.66,1.0039,1214.33,444.57,0.8004,1485.73,398.29,0.9028,132.92,127.19,1.123
CUST-0541,Customer 0541,-3074.34,4946.75,4059.09,1.0029,3555.18,173.02,1.1847,1784.61,1689.22,0.8731,1479.08,1368.64,1.1369
CUST-0542,Customer 0542,309.81,2824.25,679.95,0.9748,2176.39,64.49,1.0199,493.36,189.23,0.803,1430.9,677.44,0.8198
CUST-0543,Customer 0543,2481.96,4211.44,1519.53,0.9359,3543.55,3506.9,1.0394,1845.98,1196.94,0.9257,663.32,106.31,0.9711
CUST-0544,Customer 0544,3370.0,4952.58,873.42,0.8999,900.99,444.61,1.04,1035.98,1011.25,1.1897,785.9,607.45,1.1388
CUST-0545,Customer 0545,-17.0,793.82,371.1,1.011,1320.1,469.32,1.0203,517.67,285.13,0.9368,896.66,218.01,0.9453
CUST-0546,Customer 0546,-1031.97,2296.4,900.33,0.9501,1883.81,517.82,0.916,1691.57,516.51,1.0017,412.56,347.71,1.0783
CUST-0547,Customer 0547,2175.3,2023.61,487.54,1.188,1920.32,1881.94,1.1886,71.06,37.8,1.0984,1011.71,594.02,1.0357
CUST-0548,Customer 0548,-3506.44,492.24,370.06,0.8692,3990.59,1006.63,1.0487,1119.02,61.14,1.0204,1047.84,412.95,0.9389
CUST-0549,Customer 0549,1238.93,3801.12,1192.97,0.9279,457.78,332.21,1.0684,1443.24,162.18,1.0974,787.61,438.21,0.9106
CUST-0550,Customer 0550,-1393.69,2225.52,607.13,0.9176,3407.86,967.01,0.9819,559.96,4.02,1.0647,221.61,118.08,1.0611
CUST-0551,Customer 0551,-936.98,2399.7,314.1,1.0173,3454.73,243.52,0.9151,1726.98,1527.01,1.0434,1378.78,1275.0,0.8534
CUST-0552,Customer 0552,-120.71,838.3,367.86,0.9997,2212.79,1511.95,0.8257,480.57,322.6,1.0599,172.57,36.99,1.144
CUST-0553,Customer 0553,-1814.26,986.54,298.89,1.0575,1376.15,2.24,0.9401,1679.75,501.12,1.1197,943.76,875.96,1.0306
CUST-0554,Customer 0554,2790.22,4544.81,1678.27,1.18,2076.9,1403.46,0.8704,157.09,34.74,1.0841,154.63,4.85,0.8446
CUST-0555,Customer 0555,-769.66,318.78,75.23,0.9141,1169.87,292.91,1.0648,319.86,218.49,1.1167,219.15,168.57,1.0814
CUST-0556,Customer 0556,-668.22,1240.98,947.06,1.0771,3196.43,2384.87,1.1516,761.97,700.66,0.8582,30.81,28.33,0.9724
CUST-0557,Customer 0557,-1287.07,1531.09,1423.92,0.81,1993.12,1534.2,0.9211,1708.11,510.96,1.0711,545.05,214.78,0.8816
CUST-0558,Customer 0558,1021.82,2501.97,1245.81,0.905,3703.37,2681.64,0.9332,289.17,92.99,1.0948,959.37,70.1,1.1844
CUST-0559,Customer 0559,-1617.63,2973.58,1912.01,0.9855,2490.77,60.98,1.0681,1750.88,1495.67,0.92,782.32,629.51,1.0879
